id,piece_name,category,era_or_year,materials_gemstones,price_type,sold_price,estimate_low,estimate_high,currency_note,sale_date,auction_house,sale_name,lot_number,listing_url,notes,source,first_captured
"meta:sotheby's||2022-06-16|gold, jade and ruby necklace | david webb | 黃金配玉及紅寶石項鏈","Gold, Jade and Ruby Necklace | David Webb | 黃金配玉及紅寶石項鏈",necklace,,,hammer,81900,40000,60000,USD,2022-06-16,Sotheby's,N10965,,,"Eternal Style: A Private American Collection David Webb | Gold, Jade and Ruby Necklace David Webb | 黃金配玉及紅寶石項鏈 Featuring three carved green nephrite plaques with Pre-Columbian motifs, suspending a carved light green jade plaque with Chinese motifs, accented by cabochon rubies, on a hammered gold link necklace, gross weight approximately 260 dwts, internal circumference 15½ inches, signed Webb; circa 1972. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2021-04-15|david webb | diamond bracelet,David Webb | Diamond Bracelet,bracelet,,,hammer,81900,50000,70000,USD,2021-04-15,Sotheby's,N10665,,,"Property from a Private New Jersey Collection David Webb | Diamond Bracelet Of stylized knot and ribbon design, the flexible bracelet set throughout with round diamonds, length 7½ inches, partially signed David Webb, numbered JA56. With signed box. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2022-09-13|gold, rock crystal and diamond sautoir and pair of earclips","Gold, Rock Crystal and Diamond Sautoir and Pair of Earclips",earrings,,,hammer,81900,40000,60000,USD,2022-09-13,Sotheby's,N11070,,,"The sautoir of gold, platinum and rock crystal links with foliate motifs and end caps, suspending a large rock crystal briolette, accented throughout by round diamonds, together with a pair of matching earclips. Diamonds weighing a total of approximately 10.30 caratsSautoir length 27¼ inches, earclip length 2½ inchesEach signed Webb18 karat gold and platinumTotal gross weight approximately 269 dwtsAccompanied by a signed pouch — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2025-06-13|gold ruby, emerald, and sapphire sautoir and pair of earclips","Gold Ruby, Emerald, and Sapphire Sautoir and Pair of Earclips",earrings,,,hammer,76200,45000,65000,USD,2025-06-13,Sotheby's,N11807,,,"The sautoir set with ruby, emerald and sapphire cabochons, suspending a detachable square pendant accented by round diamonds, the earclips of half hoop design set with ruby, emerald and sapphire cabochons, total gross weight approximately 240 dwts, sautoir length 34 inches, detachable into three sections measuring 17⅝, 10⅝ and 6¼ inches for variety of wear, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-12-10|rock crystal, ruby, emerald and diamond 'crystal lion' bracelet, david webb | 白水晶配紅寶石、祖母綠及鑽石「crystal lion」手鏈，david webb","ROCK CRYSTAL, RUBY, EMERALD AND DIAMOND 'CRYSTAL LION' BRACELET, DAVID WEBB | 白水晶配紅寶石、祖母綠及鑽石「Crystal Lion」手鏈，David Webb",bracelet,,,hammer,75000,50000,70000,USD,2019-12-10,Sotheby's,N10163,,,"Property of a Private Collector ROCK CRYSTAL, RUBY, EMERALD AND DIAMOND 'CRYSTAL LION' BRACELET, DAVID WEBB 白水晶配紅寶石、祖母綠及鑽石「Crystal Lion」手鏈，David Webb Featuring stylized lion head terminals, the bracelet composed of fluted rock crystal, enhanced with oval-shaped rubies and emeralds, further highlighted by round diamonds, internal circumference 6¼ inches, signed Webb. Accompanied by a Certificate of Authenticity from David Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2026-06-16|gold, emerald, diamond, and enamel cuff-bracelet k金 配 祖母綠 配 鑽石 及 琺瑯彩 手鐲","Gold, Emerald, Diamond, and Enamel Cuff-Bracelet K金 配 祖母綠 配 鑽石 及 琺瑯彩 手鐲",bracelet,,,hammer,70400,35000,55000,USD,2026-06-16,Sotheby's,N12165,,,"Featuring a rectangular carved emerald flanked by a pair of pear-shaped carved emeralds, accented by black enamel and round diamonds, gross weight approximately 98 dwts, internal circumference approximately 6½ inches, signed David Webb, numbered. ﻿Accompanied by a copy of a David Webb Certificate of Authenticity dated November 21, 2016. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2023-03-08|lapis lazuli and diamond cuff-bracelet,Lapis Lazuli and Diamond Cuff-Bracelet,bracelet,,,hammer,69850,45000,65000,USD,2023-03-08,Sotheby's,N11263,,,"Of hinged design, composed of carved lapis lazuli, the terminals and hinge embellished with clusters of round diamonds. Diamonds weighing a total of approximately 7.25 caratsInternal circumference 6⅛ inchesSigned David Webb18 karat white gold and platinum — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2024-05-14|gold, gem set and diamond sautoir, 1970s","Gold, gem set and diamond sautoir, 1970s",other,,,hammer,69850,60000,80000,CHF,2024-05-14,Sotheby's,GE2402,,,"Composed of hammered gold links set with cabochon rubies, emeralds and sapphires and a sugarloaf cabochon emerald, enhanced with brilliant-cut diamonds, length approximately 720mm, pendant detachable, signed Webb. — Auction type: Main Sales — Location: Geneva",sothebys-site,2026-08-07
"meta:sotheby's||2021-10-24|gold, lapis lazuli, diamond and emerald 'nile' cuff-bracelet","Gold, Lapis Lazuli, Diamond and Emerald 'Nile' Cuff-Bracelet",bracelet,,,hammer,69300,60000,80000,USD,2021-10-24,Sotheby's,N10781,,,"The gold alligator with cabochon emerald eyes, swimming in a carved lapis lazuli river, the floral sides accented by round diamonds. Diamonds weighing a total of approximately 3.25 caratsInternal circumference 6¼ inchesSigned David Webb, numbered HS28218 karat gold and platinumGross weight approximately 125 dwts — Auction type: Main Sales — Location: Las Vegas",sothebys-site,2026-08-07
"meta:sotheby's||2020-11-27|david webb | gem set, cultured pearl, diamond and enamel brooch | david webb | 寶石 ，養殖珍珠 配 鑽石 及 琺琅彩 別針","DAVID WEBB | GEM SET, CULTURED PEARL, DIAMOND AND ENAMEL BROOCH | David Webb | 寶石 ，養殖珍珠 配 鑽石 及 琺琅彩 別針",brooch,,,hammer,69300,32000,48000,HKD,2020-11-27,Sotheby's,HK1042,,,"DAVID WEBB | GEM SET, CULTURED PEARL, DIAMOND AND ENAMEL BROOCH David Webb | 寶石 ，養殖珍珠 配 鑽石 及 琺琅彩 別針 Set with a baroque cultured pearl, cabochon emeralds and ruby, decorated with brilliant-cut diamonds and enamel. Diamonds weighing a total of approximately 2.00 caratsEmeralds weighing a total of approximately 0.60 caratRuby weighing approximately 1.00 caratSigned Webb18 karat yellow gold and platinum — Auction type: Online Auctions — Location: Hong Kong",sothebys-site,2026-08-07
"meta:sotheby's||2021-10-28|jadeite, diamond and enamel ring | 大衛韋伯 | 天然翡翠 配 鑽石 及 琺瑯彩 戒指","Jadeite, Diamond and Enamel Ring | 大衛韋伯 | 天然翡翠 配 鑽石 及 琺瑯彩 戒指",ring,,,hammer,69300,32000,55000,HKD,2021-10-28,Sotheby's,HK1121,,,"PROPERTY OF A LADY David Webb | Jadeite, Diamond and Enamel Ring 大衛韋伯 | 天然翡翠 配 鑽石 及 琺瑯彩 戒指 Set with a translucent carved jadeite plague of bright green colour, decorated with brilliant-cut diamonds and black enamel details, mounted in 18 karat yellow gold and platinum, partially signed Webb, ring guard fitting, size 4½.Carved jadeite plague approximately 27.43 x 13.95 x 2.55mm. Accompanied by Hong Kong Jade & Stone Laboratory certificate no. SJ 204187 dated 23 August 2021, stating that the jadeite is natural, known in the trade as ""A Jade"". — Auction type: Online Auctions — Location: Hong Kong",sothebys-site,2026-08-07
"meta:sotheby's||2020-07-23|david webb | coral, emerald, diamond and enamel bangle-bracelet","DAVID WEBB | CORAL, EMERALD, DIAMOND AND ENAMEL BANGLE-BRACELET",bracelet,,,hammer,68750,50000,75000,USD,2020-07-23,Sotheby's,N10407,,,"DAVID WEBB CORAL, EMERALD, DIAMOND AND ENAMEL BANGLE-BRACELET Designed as a lion composed of carved coral, accented by round diamonds and emeralds, the eyes set with cabochon emeralds, applied with a cross-hatched white enamel pattern. · Diamonds weighing a total of approximately 4.00 carats · Internal circumference 6¼ inches · Signed David Webb · 18 karat gold and platinum · Gross weight approximately 87 dwts · Please note this property cannot be shipped internationally due to endangered species materials — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2018-12-04|pair of emerald, ruby and diamond pendant-earclips, david webb","PAIR OF EMERALD, RUBY AND DIAMOND PENDANT-EARCLIPS, DAVID WEBB",necklace,,,hammer,68750,30000,50000,USD,2018-12-04,Sotheby's,N09951,,,"The tops set with carved emerald beads framed by round rubies and diamonds, suspending detachable pendants set with cabochon rubies, framed by pavé-set diamonds, and a fringe of carved emerald drops, signed David Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2018-11-15|diamond necklace, david webb","DIAMOND NECKLACE, DAVID WEBB",necklace,,,hammer,68750,20000,40000,CHF,2018-11-15,Sotheby's,GE1805,,,"The fancy shaped links of two tone gold, set throughout with brilliant-cut diamonds, length approximately 415mm, signed David Webb. — Auction type: Main Sales — Location: Geneva",sothebys-site,2026-08-07
"meta:sotheby's||2018-11-15|pair of emerald and diamond ear clips, david webb, and a pair of emerald and diamond pendants","PAIR OF EMERALD AND DIAMOND EAR CLIPS, DAVID WEBB, AND A PAIR OF EMERALD AND DIAMOND PENDANTS",necklace,,,hammer,68750,30000,50000,CHF,2018-11-15,Sotheby's,GE1805,,,"Each ear clip set with a square-cut emerald, framed with brilliant-cut diamonds, further enhanced with pear-shaped and baguette diamonds, signed David Webb, supporting a detachable pendant set with similarly-cut diamonds, square-cut and cabochon emeralds. — Auction type: Main Sales — Location: Geneva",sothebys-site,2026-08-07
meta:sotheby's||2026-06-16|emerald and diamond ring 祖母綠 配 鑽石 戒指,Emerald and Diamond Ring 祖母綠 配 鑽石 戒指,ring,,,hammer,64000,15000,20000,USD,2026-06-16,Sotheby's,N12165,,,"Featuring a fluted emerald cabochon bordered by a zigzag pattern of round diamonds, size 6¼, signed David Webb, numbered. Accompanied by a copy of a David Webb Certificate of Authenticity dated June 12, 2017. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2023-12-05|pair of diamond pendant-earclips,Pair of Diamond Pendant-Earclips,necklace,,,hammer,63500,60000,80000,USD,2023-12-05,Sotheby's,N11267,,,"The detachable pendants of cascading design, surmounted by cluster tops, set throughout with round, pear- and marquise-shaped diamonds, signed David Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2023-06-08|sapphire and diamond necklace,Sapphire and Diamond Necklace,necklace,,,hammer,63500,12000,15000,USD,2023-06-08,Sotheby's,N11265,,,"Extraordinary Jewels from the Collection of Constance Barber Mellon David Webb | Sapphire and Diamond Necklace The three-strand necklace composed of graduated faceted and tumbled sapphire beads measuring approximately 17.0 x 13.9 x 12.5 to 6.6 x 6.0 x 4.4 mm, spaced at intervals by rondelles set with single-cut diamonds, the clasp decorated with round diamonds, length 16¾ inches, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2023-06-08|rock crystal, enamel, colored stone and diamond 'chimera' bracelet","Rock Crystal, Enamel, Colored Stone and Diamond 'Chimera' Bracelet",bracelet,,,hammer,63500,50000,70000,USD,2023-06-08,Sotheby's,N11265,,,"Property of a Private Collector, Lake Forest, IL David Webb | Rock Crystal, Enamel, Colored Stone and Diamond 'Chimera' Bracelet Designed as opposing chimera heads, the eyes highlighted by pear-shaped rubies, accented by cabochon rubies, emeralds and sapphires, enhanced by round diamonds and bands of black enamel, internal circumference 6 inches, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2023-06-08|ruby and diamond necklace,Ruby and Diamond Necklace,necklace,,,hammer,63500,30000,50000,USD,2023-06-08,Sotheby's,N11265,,,"Extraordinary Jewels from the Collection of Constance Barber Mellon David Webb | Ruby and Diamond Necklace The four-strand necklace composed of graduated ruby beads measuring approximately 13.8 x 11.0 to 4.0 x 4.0 mm, spaced at intervals by rondelles set with single-cut diamonds, completed by a round diamond-set clasp centered by a ruby cabochon measuring approximately 15.1 x 12.5 x 7.1 mm, length 20¼ inches, signed David Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2021-12-07|david webb | ruby and diamond bracelet 紅寶石配鑽石手鏈,David Webb | Ruby and Diamond Bracelet 紅寶石配鑽石手鏈,bracelet,,,hammer,63000,50000,70000,USD,2021-12-07,Sotheby's,N10805,,,"Property from a Distinguished East Coast Collection David Webb | Ruby and Diamond Bracelet Designed as a garland of flowers, set throughout with oval-, pear- and marquise-shaped rubies and round diamonds, gross weight approximately 53 dwts, internal circumference 6¾ inches,signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2022-09-13|turquoise and diamond necklace,Turquoise and Diamond Necklace,necklace,,,hammer,63000,30000,40000,USD,2022-09-13,Sotheby's,N11070,,,"Suspending a fringe of pear-shaped turquoise cabochons, accented with round and single-cut diamonds, highlighted with gold foliate motifs. Diamonds weighing a total of approximately 8.75 caratsLength 15 inchesSigned Webb18 karat gold and platinumCirca 1960Gross weight approximately 76 dwts — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
